user_id,model,n_train,n_test,accuracy,precision,recall,f1_score,brier_score,rmse,auc
29,RandomForest+Platt,255,55,0.8909090909090909,0.9642857142857143,0.84375,0.9,0.09266933113669001,0.30441637790481973,0.9388586956521741
29,RF+OptimalThreshold,255,55,0.8545454545454545,0.8333333333333334,0.9375,0.8823529411764706,0.09266933113669001,0.30441637790481973,0.9388586956521741
29,LogisticRegression,255,55,0.9090909090909091,0.8857142857142857,0.96875,0.9253731343283582,0.07121443166408553,0.26686032238623547,0.9769021739130435
30,DecisionTree,255,55,0.8909090909090909,0.896551724137931,0.896551724137931,0.896551724137931,0.08443219026159633,0.2905721773700922,0.9389920424403183
30,RandomForest+Platt,255,55,0.9454545454545454,1.0,0.896551724137931,0.9454545454545454,0.04111998147365663,0.20278062400943692,0.9933687002652519
30,RF+OptimalThreshold,255,55,0.9636363636363636,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.04111998147365663,0.20278062400943692,0.9933687002652519
30,LogisticRegression,255,55,0.9636363636363636,1.0,0.9310344827586207,0.9642857142857143,0.030435256004102122,0.17445703197091864,0.9973474801061009
31,DecisionTree,255,55,0.9090909090909091,0.9375,0.7894736842105263,0.8571428571428571,0.08869521113695622,0.2978174124139759,0.9005847953216375
31,RandomForest+Platt,255,55,0.8727272727272727,1.0,0.631578947368421,0.7741935483870968,0.10735428900878957,0.32764964368787214,0.97953216374269
31,RF+OptimalThreshold,255,55,0.9090909090909091,1.0,0.7368421052631579,0.8484848484848485,0.10735428900878957,0.32764964368787214,0.97953216374269
31,LogisticRegression,255,55,0.7454545454545455,0.5757575757575758,1.0,0.7307692307692307,0.1348383028872995,0.3672033535893967,0.9853801169590644
32,DecisionTree,255,55,0.8727272727272727,0.8333333333333334,0.967741935483871,0.8955223880597015,0.09519643431854262,0.30853919413672976,0.9287634408602151
32,RandomForest+Platt,255,55,0.8545454545454545,0.8709677419354839,0.8709677419354839,0.8709677419354839,0.08405284285165139,0.2899186831710771,0.9637096774193548
32,RF+OptimalThreshold,255,55,0.8727272727272727,0.875,0.9032258064516129,0.8888888888888888,0.08405284285165139,0.2899186831710771,0.9637096774193548
32,LogisticRegression,255,55,0.8181818181818182,0.7692307692307693,0.967741935483871,0.8571428571428571,0.1357373229877005,0.3684254646298224,0.961021505376344
33,DecisionTree,255,55,0.8545454545454545,0.9354838709677419,0.8285714285714286,0.8787878787878788,0.13175580776531373,0.36298182842301313,0.8592857142857144
33,RandomForest+Platt,255,55,0.8727272727272727,0.9666666666666667,0.8285714285714286,0.8923076923076924,0.09751541362078531,0.3122745804909284,0.9457142857142856
33,RF+OptimalThreshold,255,55,0.8727272727272727,0.9666666666666667,0.8285714285714286,0.8923076923076924,0.09751541362078531,0.3122745804909284,0.9457142857142856
33,LogisticRegression,255,55,0.9090909090909091,0.9411764705882353,0.9142857142857143,0.927536231884058,0.06214370399376854,0.24928638950766754,0.9785714285714286
34,DecisionTree,255,55,0.8363636363636363,0.76,0.8636363636363636,0.8085106382978723,0.0820513988766942,0.2864461535379629,0.9152892561983471
34,RandomForest+Platt,255,55,0.9272727272727272,1.0,0.8181818181818182,0.9,0.06452262997844174,0.25401305080338243,0.965564738292011
34,RF+OptimalThreshold,255,55,0.9454545454545454,1.0,0.8636363636363636,0.926829268292683,0.06452262997844174,0.25401305080338243,0.965564738292011
34,LogisticRegression,255,55,0.7818181818181819,0.6470588235294118,1.0,0.7857142857142857,0.19515371717098767,0.44176205945167774,0.977961432506887
35,DecisionTree,255,55,0.7818181818181819,0.7,0.7,0.7,0.18965612795891915,0.4354952674357313,0.6992857142857143
